ID,TMDB ID,Wikidata ID,IMDB ID,Title,Budget,Release Date,Revenue,Primary Genre,Opening Weekend Theaters,Opening Weekend BO,Domestic BO,International BO,Total BO,RT Audience,RT Critic,Domestic Distributor,International Distributor,Director,Logged,Poster Path,Distributor,Widest Release Theaters
1514,14175,,tt0361089,Valiant,35000000,2005-03-25,61746888,,,,,,,,,,,,,/chtAKvXb897I2Pn8HOkV4TC5Jzz.jpg,,
1515,9899,,tt0395251,The Producers,45000000,2005-12-25,38058335,,,,,,,,,,,,,/nG0Bix2SH2SQcbAIGhb6yqTG5UH.jpg,,
1516,10012,,tt0257516,Cursed,35000000,2005-02-25,19300000,,,,,,,,,,,,,/em45jL4CfTMyj5V83kj7rhdorJu.jpg,,
1517,11968,,tt0378109,Into the Blue,50000000,2005-09-30,46117696,,,,,,,,,,,,,/h5oXcjRu0EOiAxSxYuGq58897tu.jpg,,
1518,11354,,tt0365885,The Upside of Anger,12000000,2005-03-11,28237488,,,,,,,,,,,,,/UdLPKVq6Cfw7ig1ancmDkclfZg.jpg,,
1519,9701,,tt0395972,North Country,35000000,2005-02-12,25224242,,,,,,,,,,,,,/upxUN4zmX79o49mBW9htKZDeNq7.jpg,,
1520,13682,,tt0407121,Pooh's Heffalump Movie,20000000,2005-02-11,52900000,,,,,,,,,,,,,/5kd5JqccroxOnC9sVMP5NtLrbkr.jpg,,
1521,14544,,tt0403455,Roll Bounce,0,2005-09-23,0,,,,,,,,,,,,,/lStFr3EHTNbnyOdOk2QDCqYGnlR.jpg,,
1522,9470,,tt0373074,Kung Fu Hustle,20000000,2004-02-10,102034104,,,,,,,,,,,,,/exbyTbrvRUDKN2mcNEuVor4VFQW.jpg,,
1523,1696,,tt0395584,The Devil's Rejects,7000000,2005-07-22,20901859,,,,,,,,,,,,,/yAmK6Ev2IeI8VqNbagpF3yxPOSD.jpg,,
1524,10214,,tt0362165,Son of the Mask,84000000,2005-02-11,59918422,,,,,,,,,,,,,/Adgnfhm9B8YAQmC0osuP4zO9SRc.jpg,,
1525,7233,,tt0376108,Rebound,45000000,2005-07-01,16809014,,,,,,,,,,,,,/4l0Q1lAf4aV3h1LJQ00EpxVQefr.jpg,,
1526,48554,,tt0457528,Wild Safari 3D: A South African Adventure,0,2005-04-08,0,,,,,,,,,,,,,/zlhOLQHGRMdbYtVzleuzyzbWvj.jpg,,
1527,15648,,tt0380623,The Perfect Man,0,2005-06-17,0,,,,,,,,,,,,,/8cE4xZkmE7NkWcgNk8A6dZ7Ou6Q.jpg,,
1528,9885,,tt0416315,Wolf Creek,1000000,2005-09-16,30894796,,,,,,,,,,,,,/8NiRpqO3vx7ny6jagrEN61hu7qG.jpg,,
1529,7553,,tt0348333,Waiting...,3000000,2005-10-07,18637690,,,,,,,,,,,,,/h3NJDiaaliUH35ApXPu8PFKZwWz.jpg,,
1530,25517,,tt0451069,The Gospel,4000000,2005-10-07,15800000,,,,,,,,,,,,,/cpQ8uOjtPqFUsgtL5zkeMUyl5J4.jpg,,
1531,15487,,tt0388980,The Greatest Game Ever Played,26000000,2005-09-30,15431177,,,,,,,,,,,,,/egn7jAF9fTca9YvBgbc30CrkU3E.jpg,,
1532,9042,,tt0402901,The Cave,30000000,2005-08-26,33296457,,,,,,,,,,,,,/gMfJo22XulGLA8h8yAjiLhdQusv.jpg,,
1533,308,,tt0412019,Broken Flowers,10000000,2005-07-31,46720491,,,,,,,,,,,,,/gd8JNjwgiM6ZgGm6NFAkovQWoYn.jpg,,
1534,21295,,tt0373908,The Honeymooners,25000000,2005-06-10,13200000,,,,,,,,,,,,,/97rcPjnmzrIH8raQ2CU2ptY0gdy.jpg,,
1535,11400,,tt0402399,The New World,30000000,2005-12-25,30500000,,,,,,,,,,,,,/dPyWMlQd54r3pK17GKG3iqjvNZ7.jpg,,
1536,9515,,tt0365485,The Matador,10000000,2005-05-12,17300000,,,,,,,,,,,,,/oJnlAGmrhsg4QrlVKGgP91J6WPu.jpg,,
1537,6963,,tt0384680,The Weather Man,20000000,2005-10-20,12482775,,,,,,,,,,,,,/oQilVzOxLPxvBn9hAuvGpKTpONM.jpg,,
1538,9681,,tt0402894,Casanova,20000000,2005-12-25,37700000,,,,,,,,,,,,,/pp237jqOnlLojQfvCgJHv5yZofL.jpg,,
1539,9787,,tt0355702,Lords of Dogtown,25000000,2005-06-03,13411957,,,,,,,,,,,,,/k2NiPfydLSwmk28C6qpvpJPuqtq.jpg,,
1540,10773,,tt0413015,Mrs. Henderson Presents,0,2005-09-08,0,,,,,,,,,,,,,/rFmx0ajncGacM8Ono9vpXiHt7Vy.jpg,,
1541,2610,,tt0338427,Shopgirl,10284523,2005-10-21,11588205,,,,,,,,,,,,,/mEpnYHytC1MuLECf4N0g4Xql2t8.jpg,,
1542,17952,,tt0426615,In The Mix,0,2005-11-23,10223896,,,,,,,,,,,,,/xtsT8pOGo5VZhQobpsVsPHRE0dz.jpg,,
1543,9923,,tt0421054,Domino,50000000,2005-10-14,22900000,,,,,,,,,,,,,/yLjQ7QIdUt3qZY0d9FPxDT40BD1.jpg,,
1544,13922,,tt0326905,The Great Raid,80000000,2005-08-12,10166502,,,,,,,,,,,,,/k5Q76tzV2T4RtDdYwNj64c1qQ16.jpg,,
1545,10092,,tt0384286,Cry_Wolf,1000000,2005-09-16,10047674,,,,,,,,,,,,,/7OQ2McKYgnyfIHHkm0jBxQnu7ou.jpg,,
1546,9005,,tt0400525,The Ice Harvest,0,2005-11-23,10157138,,,,,,,,,,,,,/8N2X2u6nPoPEwRLIZbKacJw1xrC.jpg,,
1547,546,,tt0407265,Transamerica,1000000,2005-02-14,13350369,,,,,,,,,,,,,/s1ctu6p0nYJ29OqOEIGrIMRYQIu.jpg,,
1548,22559,,tt0417415,Aliens of the Deep,0,2005-01-28,0,,,,,,,,,,,,,/fr93LZw0vilOK42vbWCgtekyMpQ.jpg,,
1549,1947,,tt0350261,An Unfinished Life,30000000,2005-09-09,18618284,,,,,,,,,,,,,/7ugLG1yF1l8HWYhmdmHHSC3kJ8b.jpg,,
1550,9074,,tt0399327,The Man,33000000,2005-09-08,13485145,,,,,,,,,,,,,/bnofwLKvg2g7Ky9sSpyTHaan37n.jpg,,
1551,14358,,tt0438205,Mad Hot Ballroom,500000,2005-05-13,9400000,,,,,,,,,,,,,/1wDU19PTEdR30QdnLFw93scXto7.jpg,,
1552,9777,,tt0377107,Proof,20000000,2005-09-05,7535331,,,,,,,,,,,,,/6K6P5uEBQ3a5uncF9OJSZvLKT8y.jpg,,
1553,10707,,tt0367089,The Squid and the Whale,1500000,2005-10-05,11100000,,,,,,,,,,,,,/9NbXn1NMdfGM491V3EFjZADR9SX.jpg,,
1554,9528,,tt0377084,Ladies in Lavender,0,2004-11-12,20377075,,,,,,,,,,,,,/wm3wG0qf1qhUj0xtgI0BarQpmbT.jpg,,
1555,57825,,tt0361411,Bride & Prejudice,7000000,2004-02-11,24700000,,,,,,,,,,,,,/nzFzSV7ctoGjUajiRs4JXugHCnw.jpg,,
1556,13373,,tt0366777,Millions,7500000,2004-04-29,11782282,,,,,,,,,,,,,/xKbnBopSedOmsKU94OD2vsrtcnf.jpg,,
1557,15258,,tt0436078,The Aristocrats,0,2005-07-29,0,,,,,,,,,,,,,/kJs6hghPxo89e3KZIC7Pw1LwokA.jpg,,
1558,9667,,tt0366627,The Jacket,29000000,2005-03-04,21733230,,,,,,,,,,,,,/rubXTfC67U6FrnNl14QNOElef2E.jpg,,
1559,19803,,tt0373416,Underclassman,0,2005-09-02,0,,,,,,,,,,,,,/kOpQ5doAbDaxKyGq91PugsCTOYO.jpg,,
1560,613,,tt0363163,Downfall,16000000,2004-09-16,92200000,,,,,,,,,,,,,/cP1ElGjBhbZAAqmueXjHDKlSwiP.jpg,,
1561,12142,,tt0369226,Alone in the Dark,20000000,2005-01-28,12693645,,,,,,,,,,,,,/bSxrbVCyWW077zhtpuYlo3zgyug.jpg,,
1562,9912,,tt0412080,The World's Fastest Indian,25000000,2005-10-12,18300000,,,,,,,,,,,,,/i7obsEYXjo725H9vneFqxxUiZw7.jpg,,
1563,8053,,tt0419294,The Three Burials of Melquiades Estrada,15000000,2005-11-17,12036149,,,,,,,,,,,,,/uHOEb6mo45qMSJaZqbkVa7oW1Y7.jpg,,
1564,7548,,tt0375920,The Libertine,11000000,2004-09-16,10900000,,,,,,,,,,,,,/3eiFFCwIXbWUEE4D31bDu5sz9sG.jpg,,
1565,4935,,tt0347149,Howl's Moving Castle,24000000,2004-09-09,236049757,,,,,,,,,,,,,/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg,,
1566,9316,,tt0368909,Ong-Bak,1100000,2003-01-21,20112926,,,,,,,,,,,,,/oagqAwp48dMPoCT94yDJUDOCVPi.jpg,,
1567,16617,,tt0297284,Mindhunters,27000000,2004-05-07,21100000,,,,,,,,,,,,,/o8wAzJIxMS0cZDlRTw9hm1xQO9j.jpg,,
1568,5236,,tt0373469,Kiss Kiss Bang Bang,15000000,2005-09-14,15785148,,,,,,,,,,,,,/aWfjIkpENFX6Uw82pET7EQ6jnrd.jpg,,
1569,13020,,tt1016268,Enron: The Smartest Guys in the Room,0,2005-04-22,0,,,,,,,,,,,,,/zezeOElCxlPui9SFGj5ToZ4W1Nh.jpg,,
1570,27360,,tt0388183,King's Ransom,15000000,2005-04-22,4139856,,,,,,,,,,,,,/lH8Nugl7DnMaMHfOChEFNXXQ3zX.jpg,,
1571,1382,,tt0415978,Me and You and Everyone We Know,0,2005-06-17,0,,,,,,,,,,,,,/tDRTtvEJs4L8wj35GKiczUQXCSR.jpg,,
1572,9688,,tt0378947,Melinda and Melinda,0,2004-12-22,20085825,,,,,,,,,,,,,/jzqaJGpUNVHMxgCtHV2i8jcepza.jpg,,
1573,10226,,tt0338095,High Tension,2500000,2003-06-18,6291958,,,,,,,,,,,,,/o2k0Zi4VNNKnlkx9ZLHcXln9tlR.jpg,,
1574,445,,tt0387898,Caché,8731048,2005-10-05,36000000,,,,,,,,,,,,,/IC2BPYDSsNPP1Q1VuXUiKrRwbU.jpg,,
1575,8066,,tt0371257,Stay,50000000,2005-09-24,8342132,,,,,,,,,,,,,/tJ9fRkb3Erxkwdext2A8Qx71m87.jpg,,
1576,2287,,tt0436724,Rize,0,2005-01-15,0,,,,,,,,,,,,,/bx7UAcyumQZuNj3dZFK7Wh4dbRl.jpg,,
1577,501,,tt0427312,Grizzly Man,0,2005-07-28,0,,,,,,,,,,,,,/nXIV2qGK9KkdkaOTzrpK87CuAGC.jpg,,
1578,17186,,tt0403016,Supercross,16000000,2005-08-16,3344431,,,,,,,,,,,,,/sHgPR5jrN09KoHKltAnLp8cfgg3.jpg,,
1579,17592,,tt0424565,The Wild Parrots of Telegraph Hill,0,2003-10-09,0,,,,,,,,,,,,,/6jUBQUXpnfmCwPJGMVAAQYccqE9.jpg,,
1580,15155,,tt0291928,G,0,2002-05-10,3020784,,,,,,,,,,,,,/czh2JpMJY4Y2kzSi3Zd2x6lp6Xs.jpg,,
1581,26,,tt0352994,Walk on Water,1400000,2004-02-05,444,,,,,,,,,,,,,/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg,,
1582,1444,,tt0418773,Junebug,1000000,2005-08-03,0,,,,,,,,,,,,,/asC6UOPrR6OlNMiyXbeXWu08SOG.jpg,,
1583,4836,,tt0375912,Layer Cake,6500000,2004-09-30,11900000,,,,,,,,,,,,,/rDOxXteqxALBaSa3V3zTjGJuyWB.jpg,,
1584,7509,,tt0240200,Water,0,2005-09-08,10422387,,,,,,,,,,,,,/bWgthg4wwAmyu6FoyC006IQU9JN.jpg,,
1585,257,,tt0380599,Oliver Twist,50000000,2005-09-23,42580321,,,,,,,,,,,,,/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg,,
1586,14631,,tt0457530,The Work and the Glory II: American Zion,6500000,2005-10-21,2025032,,,,,,,,,,,,,/uXGtTR0VhmP1CcJRbBMn07gHc7d.jpg,,
1587,10077,,tt0318081,A Sound of Thunder,80000000,2005-05-15,11700000,,,,,,,,,,,,,/xJ1BVHMOywEF55nCZC6g57CIJho.jpg,,
1588,11399,,tt0374583,Look at Me,0,2004-11-18,0,,,,,,,,,,,,,/kRtLMLdf6PkOjWCvhTpa811aMZy.jpg,,
1589,47880,,tt0421229,Mrs Palfrey at The Claremont,750000,2005-11-25,1720953,,,,,,,,,,,,,/2ltHp4xmmeWT7oRKklsD9FwF4aR.jpg,,
1590,340,,tt0404030,Everything Is Illuminated,7000000,2005-09-05,3601974,,,,,,,,,,,,,/gk469Y3fJTlbcAkSNMZc4OtETOK.jpg,,
1591,13409,,tt0403537,State Property 2,0,2005-04-13,1691706,,,,,,,,,,,,,/plp9AHFlFghfmMESJyPmsJnhQao.jpg,,
1592,18840,,tt0384686,The White Countess,16000000,2005-10-30,4092682,,,,,,,,,,,,,/65AKidOOKrfyQkiVYtkgDJVM4CA.jpg,,
1593,14278,,tt0436613,Murderball,300000,2005-07-22,1750211,,,,,,,,,,,,,/rXqzEpwp0wli8k0N85PP88n3mV3.jpg,,
1594,67,,tt0445620,Paradise Now,2000000,2005-09-07,3395627,,,,,,,,,,,,,/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg,,
1595,844,,tt0212712,2046,12000000,2004-10-29,20205757,,,,,,,,,,,,,/jIN65qw0Giplo4CshzMrxz204Wn.jpg,,
1596,15084,,tt0456165,Salaam Namaste,2500000,2005-09-09,0,,,,,,,,,,,,,/wL1lm92Da9R7VEPXD0ZCSt1kuUd.jpg,,
1597,33081,,tt0451850,Paheli,4900000,2005-06-24,11000000,,,,,,,,,,,,,/1oQ8mBfBKcVT758y1949ULkSXER.jpg,,
1598,58,,tt0383574,Pirates of the Caribbean: Dead Man's Chest,200000000,2006-07-06,1065700000,,,,,,,,,,,,,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,,
1599,1593,,tt0477347,Night at the Museum,110000000,2006-12-20,574480841,,,,,,,,,,,,,/uY9k8t2FQkMj60obnAnsPKLxHCE.jpg,,
1600,920,,tt0317219,Cars,120000000,2006-06-08,461983149,,,,,,,,,,,,,/abW5AzHDaIK1n9C36VdAeOwORRA.jpg,,
1601,36668,,tt0376994,X-Men: The Last Stand,210000000,2006-05-24,459359555,,,,,,,,,,,,,/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,,
1602,591,,tt0382625,The Da Vinci Code,125000000,2006-05-17,767800000,,,,,,,,,,,,,/9ejKfNk0LBhSI9AahH4f9NJNZNM.jpg,,
1603,1452,,tt0348150,Superman Returns,223000000,2006-06-28,391081192,,,,,,,,,,,,,/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,,
1604,9836,,tt0366548,Happy Feet,100000000,2006-11-16,384335608,,,,,,,,,,,,,/zP4CK9O70P8GDilfTkPm4lrmaks.jpg,,
1605,950,,tt0438097,Ice Age: The Meltdown,80000000,2006-03-29,660998756,,,,,,,,,,,,,/zDduhCHasKQ9YOTvlOreHem7Wbi.jpg,,
1606,36557,,tt0381061,Casino Royale,150000000,2006-11-14,599045960,,,,,,,,,,,,,/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,,
1607,1402,,tt0454921,The Pursuit of Happyness,55000000,2006-12-14,307077295,,,,,,,,,,,,,/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg,,
1608,7518,,tt0327084,Over the Hedge,80000000,2006-05-17,343397247,,,,,,,,,,,,,/jtZnymorbnHY7mOiBXR14ZDJseM.jpg,,
1609,9718,,tt0415306,Talladega Nights: The Ballad of Ricky Bobby,72500000,2006-08-04,163000000,,,,,,,,,,,,,/3iCiTqsmJz1mO85AHzTiHNkRmb6.jpg,,
1610,9339,,tt0389860,Click,82500000,2006-06-23,240685326,,,,,,,,,,,,,/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,,
1611,956,,tt0317919,Mission: Impossible III,150000000,2006-04-25,398479497,,,,,,,,,,,,,/vKGYCpmQyV9uHybWDzXuII8Los5.jpg,,
1612,1422,,tt0407887,The Departed,90000000,2006-10-04,291465000,,,,,,,,,,,,,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,,
1613,496,,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,2006-11-01,262552893,,,,,,,,,,,,,/kfkyALfD4G1mlBJI1lOt2QCra4i.jpg,,
1614,350,,tt0458352,The Devil Wears Prada,35000000,2006-06-29,326706115,,,,,,,,,,,,,/1LwW0W0Zyik00OmQPTnCUjmCh1C.jpg,,
1615,9767,,tt0452594,The Break-Up,52000000,2006-06-01,205700000,,,,,,,,,,,,,/yN3b4ElUOMA2lNcwAzr9TEBpmy.jpg,,
1616,1125,,tt0443489,Dreamgirls,70000000,2006-12-25,154937680,,,,,,,,,,,,,/sG5JyOj8Spe13QkNJMH8b5kzQUh.jpg,,
1617,4257,,tt0362120,Scary Movie 4,45000000,2006-04-12,178262620,,,,,,,,,,,,,/vL03Mk1ES5uo1ZdXovz6NtgsbSb.jpg,,
1618,6877,,tt0427229,Failure to Launch,50000000,2006-03-10,130224158,,,,,,,,,,,,,/wQrNTe7VDytVDet9Jus6RDKEPYZ.jpg,,
1619,388,,tt0454848,Inside Man,45000000,2006-03-17,186003591,,,,,,,,,,,,,/ffMUgkDZICNiyaws1Jkv8qG8uFW.jpg,,
1620,7484,,tt0400717,Open Season,85000000,2006-09-27,197300000,,,,,,,,,,,,,/w5Lctmkc1yah215Luxmci4djaiW.jpg,,
1621,13767,,tt0452681,The Santa Clause 3: The Escape Clause,12000000,2006-11-02,84500122,,,,,,,,,,,,,/jCO6WF3ANf2emniv9fLF7ZrGdzO.jpg,,
1622,9986,,tt0413895,Charlotte's Web,85000000,2006-12-07,144000000,,,,,,,,,,,,,/fU0IR5HF8KxQbZijuWKPTrY81Qv.jpg,,
1623,12096,,tt0383216,The Pink Panther,65000000,2006-02-10,158851357,,,,,,,,,,,,,/57ViRkdsddHLK32W8Nf3ZPLSAu4.jpg,,
1624,9036,,tt0397313,Eight Below,40000000,2006-02-17,120455994,,,,,,,,,,,,,/2f1FoEbXjvClnPvl7MLe1ig3Z98.jpg,,
1625,214,,tt0489270,Saw III,10000000,2006-10-26,164876498,,,,,,,,,,,,,/9pWlgGYoPb0QPOsQTjfDmwMdBc6.jpg,,
1626,9353,,tt0457510,Nacho Libre,35000000,2006-06-16,99300000,,,,,,,,,,,,,/kh7B91bMl2lZ0mH9WhPfaNUIEQH.jpg,,
1627,1819,,tt0463034,"You, Me and Dupree",54000000,2006-07-13,130628903,,,,,,,,,,,,,/rtqbg1CKR4dFdmHxmsiM3u9n71I.jpg,,
1628,2486,,tt0449010,Eragon,100000000,2006-12-14,249300000,,,,,,,,,,,,,/mNu6QLUnKqPIjRA3pgEb5dkJye6.jpg,,
1629,9297,,tt0385880,Monster House,75000000,2006-06-30,140175006,,,,,,,,,,,,,/r4BrEpGD2OlOTHvVwy0lXzxAGqs.jpg,,
1630,12094,,tt0493430,Jackass Number Two,11000000,2006-09-22,72778712,,,,,,,,,,,,,/u73V8dMqUwjtPL6gWesCE7ji9GU.jpg,,
1631,9907,,tt0414853,Barnyard,51000000,2006-08-04,116500000,,,,,,,,,,,,,/vPu2TfokecRICi9ScwtHh41RM4i.jpg,,
1632,9530,,tt0449089,RV,50000000,2006-04-28,87528173,,,,,,,,,,,,,/eqV0JjfwcEJuK3JPZ2rsNvS1p30.jpg,,
1633,752,,tt0434409,V for Vendetta,54000000,2006-02-23,132511035,,,,,,,,,,,,,/1avD1JeaRiJX5M4ahPdZPypGoGN.jpg,,
1634,1852,,tt0469641,World Trade Center,65000000,2006-08-09,163200000,,,,,,,,,,,,,/bfTiVc8kxq8uRXeblV3Ct35APGu.jpg,,
1635,1246,,tt0479143,Rocky Balboa,24000000,2006-12-20,155900000,,,,,,,,,,,,,/byBlJvZwCqgtIwrZNv0pyE974jC.jpg,,
1636,11565,,tt0421729,Big Momma's House 2,40000000,2006-01-26,138300000,,,,,,,,,,,,,/tOl6hzfFHdNcL7SxopC2Vbs4mgK.jpg,,
1637,9762,,tt0462590,Step Up,12000000,2006-08-11,114194847,,,,,,,,,,,,,/9Y2i54Etpx7JvCxj6D8P3VAH152.jpg,,
1638,11619,,tt0424095,Flushed Away,149000000,2006-10-22,178120010,,,,,,,,,,,,,/78czzq4yOr3yN2znedu0kWyv2Um.jpg,,
1639,7551,,tt0453467,Déjà Vu,75000000,2006-11-22,180557550,,,,,,,,,,,,,/wJAz3m9kTbdTWfQ2ZJEFojWKeoj.jpg,,
1640,82,,tt0430357,Miami Vice,135000000,2006-07-27,163800000,,,,,,,,,,,,,/1KGD2g0wOc7WBfHc5G19reLHQxk.jpg,,
1641,16781,,tt0455612,Madea's Family Reunion,6000000,2006-02-24,63368939,,,,,,,,,,,,,/kDCCXEm902lfZB51sf6MWCpYqIb.jpg,,
1642,1581,,tt0457939,The Holiday,85000000,2006-12-08,194168700,,,,,,,,,,,,,/6fbqG49Q7IWBWdyJ7asNTcNbnG6.jpg,,
1643,9615,,tt0463985,The Fast and the Furious: Tokyo Drift,85000000,2006-06-03,158964610,,,,,,,,,,,,,/cm2ffqb3XovzA5ZSzyN3jnn8qv0.jpg,,
1644,834,,tt0401855,Underworld: Evolution,50000000,2006-01-12,111476513,,,,,,,,,,,,,/yT1EDKhCzAumcZeBoAxqm0nY2H8.jpg,,
1645,10067,,tt0393735,The Shaggy Dog,50000000,2006-03-09,87134280,,,,,,,,,,,,,/tGX3YyPaYMbjiRwR5PjRsJW7GtM.jpg,,
1646,503,,tt0409182,Poseidon,160000000,2006-05-03,181700000,,,,,,,,,,,,,/1ma5b9XLCziCHzQP0Zy1Y1PqNyM.jpg,,
1647,1247,,tt0343737,The Good Shepherd,85000000,2006-12-11,100266865,,,,,,,,,,,,,/o6VcVdfj6ZfSFBgethdGWwhPPnJ.jpg,,
1648,773,,tt0449059,Little Miss Sunshine,8000000,2006-07-26,100523181,,,,,,,,,,,,,/wKn7AJw730emlmzLSmJtzquwaeW.jpg,,
1649,9957,,tt0437863,The Benchwarmers,33000000,2006-04-07,65000000,,,,,,,,,,,,,/5yMPCr4qhuNg6fT538xicHaMaG7.jpg,,
1650,9072,,tt0430304,Little Man,64000000,2006-08-31,101600000,,,,,,,,,,,,,/zlmlkLVNexUciv3ffdtqHELEVgg.jpg,,
1651,9975,,tt0381971,Curious George,50000000,2006-02-10,69834815,,,,,,,,,,,,,/aGHC2lVMJtCwH6L40K5QnMeNIds.jpg,,
1652,11652,,tt0445990,Invincible,30000000,2006-08-25,57800000,,,,,,,,,,,,,/oEaUMn5POAiMLnU6hKOBKoZbDpo.jpg,,
1653,1372,,tt0450259,Blood Diamond,100000000,2006-12-08,171700000,,,,,,,,,,,,,/tnLxPpajkbVdbQl5B9CuD7sSpz9.jpg,,
1654,1165,,tt0436697,The Queen,15000000,2006-09-15,123384128,,,,,,,,,,,,,/v08RH5Cx9EFAQMBWQuE5jHAgHYs.jpg,,
1655,4643,,tt0406816,The Guardian,10000000,2006-09-28,94973540,,,,,,,,,,,,,/zFhFjrckfmdb33VDeRykumMmebU.jpg,,
1656,806,,tt0466909,The Omen,25000000,2006-06-06,119975084,,,,,,,,,,,,,/kf1Qq9b32jn4umll9qD2ue5ftnh.jpg,,
1657,9286,,tt0414982,Final Destination 3,25000000,2006-02-09,118900000,,,,,,,,,,,,,/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,,
1658,1124,,tt0482571,The Prestige,40000000,2006-10-17,109676311,,,,,,,,,,,,,/tRNlZbgNCNOpLpbPEz5L8G8A0JN.jpg,,
1659,2044,,tt0410297,The Lake House,40000000,2006-06-16,114830111,,,,,,,,,,,,,/tHpc1118dYWLnHZleGhwZxRbpae.jpg,,
1660,1579,,tt0472043,Apocalypto,40000000,2006-12-07,120654337,,,,,,,,,,,,,/cRY25Q32kDNPFDkFkxAs6bgCq3L.jpg,,
1661,9754,,tt0408345,Firewall,45000000,2006-02-08,82800000,,,,,,,,,,,,,/v4HHAWJthAGxnvefLGSyeSInZZx.jpg,,
1662,10073,,tt0466342,Date Movie,20000000,2006-02-17,85749034,,,,,,,,,,,,,/xjLK0EmD0MAM7B049SRCUQaqkdL.jpg,,
1663,10053,,tt0455857,When a Stranger Calls,15000000,2006-02-03,67062123,,,,,,,,,,,,,/h0ZmU7BZDWBucq1FvblfeAWUkad.jpg,,
1664,1690,,tt0450278,Hostel,4800000,2005-09-17,81979826,,,,,,,,,,,,,/dDrtuWUKhgUGp12kgUWuP0NpTdF.jpg,,
1665,11283,,tt0396752,Nanny McPhee,25000000,2005-10-21,123276807,,,,,,,,,,,,,/j9zWPwaHDWE3K1Mb5RNahzwd3KY.jpg,,
1666,588,,tt0384537,Silent Hill,50000000,2006-04-21,100605135,,,,,,,,,,,,,/r0bEDWO2w4a43K2xTNSF284qOsc.jpg,,
1667,17700,,tt0424942,Deep Sea 3D,0,2006-03-03,0,,,,,,,,,,,,,/9kiorQrXyj05XTp2zKOPfFqqflR.jpg,,
1668,11170,,tt0758794,We Are Marshall,65000000,2006-12-12,43500000,,,,,,,,,,,,,/5PSiExbg6Fm8MiPJOikBCOcZFnd.jpg,,
1669,9918,,tt0385726,Glory Road,0,2006-01-13,42647449,,,,,,,,,,,,,/bGRSV5tStxDNPRLCewnOeeiZzrY.jpg,,
1670,9697,,tt0452637,Lady in the Water,70000000,2006-07-20,72785169,,,,,,,,,,,,,/ddNmoSy1Jd3PBF5XDZvrrBIfrja.jpg,,
1671,9792,,tt0454841,The Hills Have Eyes,15000000,2006-03-10,69623713,,,,,,,,,,,,,/53x6ZGyYLgYwa5VQRdSqvVYwrl9.jpg,,
1672,9293,,tt0455967,John Tucker Must Die,18000000,2006-07-27,68844775,,,,,,,,,,,,,/l8B01BFBpIyycO2DopROessWzQU.jpg,,
1673,1262,,tt0420223,Stranger Than Fiction,30000000,2006-09-09,53653224,,,,,,,,,,,,,/nCzcepubwShvZ4vbCsygQNgF2Z1.jpg,,
1674,1491,,tt0443543,The Illusionist,16500000,2006-08-18,87892388,,,,,,,,,,,,,/4I1oOPHNrHLcvz3wTMuETJLws9z.jpg,,
1675,10781,,tt0420294,The Texas Chainsaw Massacre: The Beginning,16000000,2006-10-05,50517763,,,,,,,,,,,,,/2S0XKVZGZUnsF4DjLOyZ0C63bWO.jpg,,
1676,1975,,tt0433386,The Grudge 2,20000000,2006-10-12,39143839,,,,,,,,,,,,,/6fWhibnDKEJvDEz33CuNyl4FQgj.jpg,,
1677,9766,,tt0421206,Gridiron Gang,30000000,2006-09-15,41500000,,,,,,,,,,,,,/uwAlznw4yrBHbT3fPfTbSRy9UfG.jpg,,
1678,17379,,tt0408985,Last Holiday,45000000,2006-01-13,38399961,,,,,,,,,,,,,/khcU8msd2NooJwmcvwbWguvkCzU.jpg,,
1679,1417,,tt0457430,Pan's Labyrinth,19000000,2006-10-10,83258226,,,,,,,,,,,,,/2VVhikIxoztAXEDQZLOdtBsu6vf.jpg,,
1680,2447,,tt0762121,The Nativity Story,35000000,2006-11-30,46400000,,,,,,,,,,,,,/vB55RLWmO2NYdGwL0XG30769cPO.jpg,,
1681,9904,,tt0405469,The Wild,80000000,2006-04-06,102338515,,,,,,,,,,,,,/sxqzaOto1qyUseSg6YpIP9Su5lp.jpg,,
1682,9895,,tt0483726,Man of the Year,20000000,2006-10-09,42500000,,,,,,,,,,,,,/s1etp9ZqcRqZVfonrdFJbQ6mgk9.jpg,,
1683,2207,,tt0450232,16 Blocks,55000000,2006-03-01,65664721,,,,,,,,,,,,,/cBLqMVfTZpuKmMQKDLKusb93dbR.jpg,,
