TMDB ID,Title,Budget,IMDB ID,Release Date,Revenue,Primary Genre,Opening Weekend Theaters,Opening Weekend BO,Domestic BO,International BO,Total BO,RT Audience,RT Critic,Domestic Distributor,International Distributor,Director,Logged,Poster Path,Distributor,Widest Release Theaters,Wikidata ID
613,Downfall,16000000,tt0363163,2004-09-16,92200000,,,,,,,,,,,,,/cP1ElGjBhbZAAqmueXjHDKlSwiP.jpg,,,
12142,Alone in the Dark,20000000,tt0369226,2005-01-28,12693645,,,,,,,,,,,,,/bSxrbVCyWW077zhtpuYlo3zgyug.jpg,,,
9912,The World's Fastest Indian,25000000,tt0412080,2005-10-12,18300000,,,,,,,,,,,,,/i7obsEYXjo725H9vneFqxxUiZw7.jpg,,,
8053,The Three Burials of Melquiades Estrada,15000000,tt0419294,2005-11-17,12036149,,,,,,,,,,,,,/uHOEb6mo45qMSJaZqbkVa7oW1Y7.jpg,,,
7548,The Libertine,11000000,tt0375920,2004-09-16,10900000,,,,,,,,,,,,,/3eiFFCwIXbWUEE4D31bDu5sz9sG.jpg,,,
4935,Howl's Moving Castle,24000000,tt0347149,2004-09-09,236049757,,,,,,,,,,,,,/23hUJh7JdO23SpgUB5oiFDQk2wX.jpg,,,
9316,Ong-Bak,1100000,tt0368909,2003-01-21,20112926,,,,,,,,,,,,,/oagqAwp48dMPoCT94yDJUDOCVPi.jpg,,,
16617,Mindhunters,27000000,tt0297284,2004-05-07,21100000,,,,,,,,,,,,,/o8wAzJIxMS0cZDlRTw9hm1xQO9j.jpg,,,
5236,Kiss Kiss Bang Bang,15000000,tt0373469,2005-09-14,15785148,,,,,,,,,,,,,/aWfjIkpENFX6Uw82pET7EQ6jnrd.jpg,,,
13020,Enron: The Smartest Guys in the Room,0,tt1016268,2005-04-22,0,,,,,,,,,,,,,/zezeOElCxlPui9SFGj5ToZ4W1Nh.jpg,,,
27360,King's Ransom,15000000,tt0388183,2005-04-22,4139856,,,,,,,,,,,,,/lH8Nugl7DnMaMHfOChEFNXXQ3zX.jpg,,,
1382,Me and You and Everyone We Know,0,tt0415978,2005-06-17,0,,,,,,,,,,,,,/tDRTtvEJs4L8wj35GKiczUQXCSR.jpg,,,
9688,Melinda and Melinda,0,tt0378947,2004-12-22,20085825,,,,,,,,,,,,,/jzqaJGpUNVHMxgCtHV2i8jcepza.jpg,,,
10226,High Tension,2500000,tt0338095,2003-06-18,6291958,,,,,,,,,,,,,/o2k0Zi4VNNKnlkx9ZLHcXln9tlR.jpg,,,
445,Caché,8731048,tt0387898,2005-10-05,36000000,,,,,,,,,,,,,/IC2BPYDSsNPP1Q1VuXUiKrRwbU.jpg,,,
8066,Stay,50000000,tt0371257,2005-09-24,8342132,,,,,,,,,,,,,/tJ9fRkb3Erxkwdext2A8Qx71m87.jpg,,,
2287,Rize,0,tt0436724,2005-01-15,0,,,,,,,,,,,,,/bx7UAcyumQZuNj3dZFK7Wh4dbRl.jpg,,,
501,Grizzly Man,0,tt0427312,2005-07-28,0,,,,,,,,,,,,,/nXIV2qGK9KkdkaOTzrpK87CuAGC.jpg,,,
17186,Supercross,16000000,tt0403016,2005-08-16,3344431,,,,,,,,,,,,,/sHgPR5jrN09KoHKltAnLp8cfgg3.jpg,,,
17592,The Wild Parrots of Telegraph Hill,0,tt0424565,2003-10-09,0,,,,,,,,,,,,,/6jUBQUXpnfmCwPJGMVAAQYccqE9.jpg,,,
15155,G,0,tt0291928,2002-05-10,3020784,,,,,,,,,,,,,/czh2JpMJY4Y2kzSi3Zd2x6lp6Xs.jpg,,,
26,Walk on Water,1400000,tt0352994,2004-02-05,444,,,,,,,,,,,,,/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg,,,
1444,Junebug,1000000,tt0418773,2005-08-03,0,,,,,,,,,,,,,/asC6UOPrR6OlNMiyXbeXWu08SOG.jpg,,,
4836,Layer Cake,6500000,tt0375912,2004-09-30,11900000,,,,,,,,,,,,,/rDOxXteqxALBaSa3V3zTjGJuyWB.jpg,,,
7509,Water,0,tt0240200,2005-09-08,10422387,,,,,,,,,,,,,/bWgthg4wwAmyu6FoyC006IQU9JN.jpg,,,
257,Oliver Twist,50000000,tt0380599,2005-09-23,42580321,,,,,,,,,,,,,/zhPdYZ3x2uanhM1SyBj4CuL6hSa.jpg,,,
14631,The Work and the Glory II: American Zion,6500000,tt0457530,2005-10-21,2025032,,,,,,,,,,,,,/uXGtTR0VhmP1CcJRbBMn07gHc7d.jpg,,,
10077,A Sound of Thunder,80000000,tt0318081,2005-05-15,11700000,,,,,,,,,,,,,/xJ1BVHMOywEF55nCZC6g57CIJho.jpg,,,
11399,Look at Me,0,tt0374583,2004-11-18,0,,,,,,,,,,,,,/kRtLMLdf6PkOjWCvhTpa811aMZy.jpg,,,
47880,Mrs Palfrey at The Claremont,750000,tt0421229,2005-11-25,1720953,,,,,,,,,,,,,/2ltHp4xmmeWT7oRKklsD9FwF4aR.jpg,,,
340,Everything Is Illuminated,7000000,tt0404030,2005-09-05,3601974,,,,,,,,,,,,,/gk469Y3fJTlbcAkSNMZc4OtETOK.jpg,,,
13409,State Property 2,0,tt0403537,2005-04-13,1691706,,,,,,,,,,,,,/plp9AHFlFghfmMESJyPmsJnhQao.jpg,,,
18840,The White Countess,16000000,tt0384686,2005-10-30,4092682,,,,,,,,,,,,,/65AKidOOKrfyQkiVYtkgDJVM4CA.jpg,,,
14278,Murderball,300000,tt0436613,2005-07-22,1750211,,,,,,,,,,,,,/rXqzEpwp0wli8k0N85PP88n3mV3.jpg,,,
67,Paradise Now,2000000,tt0445620,2005-09-07,3395627,,,,,,,,,,,,,/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg,,,
844,2046,12000000,tt0212712,2004-10-29,20205757,,,,,,,,,,,,,/jIN65qw0Giplo4CshzMrxz204Wn.jpg,,,
15084,Salaam Namaste,2500000,tt0456165,2005-09-09,0,,,,,,,,,,,,,/wL1lm92Da9R7VEPXD0ZCSt1kuUd.jpg,,,
33081,Paheli,4900000,tt0451850,2005-06-24,11000000,,,,,,,,,,,,,/1oQ8mBfBKcVT758y1949ULkSXER.jpg,,,
58,Pirates of the Caribbean: Dead Man's Chest,200000000,tt0383574,2006-07-06,1065700000,,,,,,,,,,,,,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,,,
1593,Night at the Museum,110000000,tt0477347,2006-12-20,574480841,,,,,,,,,,,,,/uY9k8t2FQkMj60obnAnsPKLxHCE.jpg,,,
920,Cars,120000000,tt0317219,2006-06-08,461983149,,,,,,,,,,,,,/abW5AzHDaIK1n9C36VdAeOwORRA.jpg,,,
36668,X-Men: The Last Stand,210000000,tt0376994,2006-05-24,459359555,,,,,,,,,,,,,/a2xicU8DpKtRizOHjQLC1JyCSRS.jpg,,,
591,The Da Vinci Code,125000000,tt0382625,2006-05-17,767800000,,,,,,,,,,,,,/9ejKfNk0LBhSI9AahH4f9NJNZNM.jpg,,,
1452,Superman Returns,223000000,tt0348150,2006-06-28,391081192,,,,,,,,,,,,,/385XwTQZDpRX2d3kxtnpiLrjBXw.jpg,,,
9836,Happy Feet,100000000,tt0366548,2006-11-16,384335608,,,,,,,,,,,,,/zP4CK9O70P8GDilfTkPm4lrmaks.jpg,,,
950,Ice Age: The Meltdown,80000000,tt0438097,2006-03-29,660998756,,,,,,,,,,,,,/zDduhCHasKQ9YOTvlOreHem7Wbi.jpg,,,
36557,Casino Royale,150000000,tt0381061,2006-11-14,599045960,,,,,,,,,,,,,/lMrxYKKhd4lqRzwUHAy5gcx9PSO.jpg,,,
1402,The Pursuit of Happyness,55000000,tt0454921,2006-12-14,307077295,,,,,,,,,,,,,/lBYOKAMcxIvuk9s9hMuecB9dPBV.jpg,,,
7518,Over the Hedge,80000000,tt0327084,2006-05-17,343397247,,,,,,,,,,,,,/jtZnymorbnHY7mOiBXR14ZDJseM.jpg,,,
9718,Talladega Nights: The Ballad of Ricky Bobby,72500000,tt0415306,2006-08-04,163000000,,,,,,,,,,,,,/3iCiTqsmJz1mO85AHzTiHNkRmb6.jpg,,,
9339,Click,82500000,tt0389860,2006-06-23,240685326,,,,,,,,,,,,,/oL0k5JA53PyoHSZqKb3cNkhwBCE.jpg,,,
956,Mission: Impossible III,150000000,tt0317919,2006-04-25,398479497,,,,,,,,,,,,,/vKGYCpmQyV9uHybWDzXuII8Los5.jpg,,,
1422,The Departed,90000000,tt0407887,2006-10-04,291465000,,,,,,,,,,,,,/nT97ifVT2J1yMQmeq20Qblg61T.jpg,,,
496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,tt0443453,2006-11-01,262552893,,,,,,,,,,,,,/kfkyALfD4G1mlBJI1lOt2QCra4i.jpg,,,
350,The Devil Wears Prada,35000000,tt0458352,2006-06-29,326706115,,,,,,,,,,,,,/1LwW0W0Zyik00OmQPTnCUjmCh1C.jpg,,,
9767,The Break-Up,52000000,tt0452594,2006-06-01,205700000,,,,,,,,,,,,,/yN3b4ElUOMA2lNcwAzr9TEBpmy.jpg,,,
1125,Dreamgirls,70000000,tt0443489,2006-12-25,154937680,,,,,,,,,,,,,/sG5JyOj8Spe13QkNJMH8b5kzQUh.jpg,,,
4257,Scary Movie 4,45000000,tt0362120,2006-04-12,178262620,,,,,,,,,,,,,/vL03Mk1ES5uo1ZdXovz6NtgsbSb.jpg,,,
6877,Failure to Launch,50000000,tt0427229,2006-03-10,130224158,,,,,,,,,,,,,/wQrNTe7VDytVDet9Jus6RDKEPYZ.jpg,,,
388,Inside Man,45000000,tt0454848,2006-03-17,186003591,,,,,,,,,,,,,/ffMUgkDZICNiyaws1Jkv8qG8uFW.jpg,,,
7484,Open Season,85000000,tt0400717,2006-09-27,197300000,,,,,,,,,,,,,/w5Lctmkc1yah215Luxmci4djaiW.jpg,,,
13767,The Santa Clause 3: The Escape Clause,12000000,tt0452681,2006-11-02,84500122,,,,,,,,,,,,,/jCO6WF3ANf2emniv9fLF7ZrGdzO.jpg,,,
9986,Charlotte's Web,85000000,tt0413895,2006-12-07,144000000,,,,,,,,,,,,,/fU0IR5HF8KxQbZijuWKPTrY81Qv.jpg,,,
12096,The Pink Panther,65000000,tt0383216,2006-02-10,158851357,,,,,,,,,,,,,/57ViRkdsddHLK32W8Nf3ZPLSAu4.jpg,,,
9036,Eight Below,40000000,tt0397313,2006-02-17,120455994,,,,,,,,,,,,,/2f1FoEbXjvClnPvl7MLe1ig3Z98.jpg,,,
214,Saw III,10000000,tt0489270,2006-10-26,164876498,,,,,,,,,,,,,/9pWlgGYoPb0QPOsQTjfDmwMdBc6.jpg,,,
9353,Nacho Libre,35000000,tt0457510,2006-06-16,99300000,,,,,,,,,,,,,/kh7B91bMl2lZ0mH9WhPfaNUIEQH.jpg,,,
1819,"You, Me and Dupree",54000000,tt0463034,2006-07-13,130628903,,,,,,,,,,,,,/rtqbg1CKR4dFdmHxmsiM3u9n71I.jpg,,,
2486,Eragon,100000000,tt0449010,2006-12-14,249300000,,,,,,,,,,,,,/mNu6QLUnKqPIjRA3pgEb5dkJye6.jpg,,,
9297,Monster House,75000000,tt0385880,2006-06-30,140175006,,,,,,,,,,,,,/r4BrEpGD2OlOTHvVwy0lXzxAGqs.jpg,,,
12094,Jackass Number Two,11000000,tt0493430,2006-09-22,72778712,,,,,,,,,,,,,/u73V8dMqUwjtPL6gWesCE7ji9GU.jpg,,,
9907,Barnyard,51000000,tt0414853,2006-08-04,116500000,,,,,,,,,,,,,/vPu2TfokecRICi9ScwtHh41RM4i.jpg,,,
9530,RV,50000000,tt0449089,2006-04-28,87528173,,,,,,,,,,,,,/eqV0JjfwcEJuK3JPZ2rsNvS1p30.jpg,,,
752,V for Vendetta,54000000,tt0434409,2006-02-23,132511035,,,,,,,,,,,,,/1avD1JeaRiJX5M4ahPdZPypGoGN.jpg,,,
1852,World Trade Center,65000000,tt0469641,2006-08-09,163200000,,,,,,,,,,,,,/bfTiVc8kxq8uRXeblV3Ct35APGu.jpg,,,
1246,Rocky Balboa,24000000,tt0479143,2006-12-20,155900000,,,,,,,,,,,,,/byBlJvZwCqgtIwrZNv0pyE974jC.jpg,,,
11565,Big Momma's House 2,40000000,tt0421729,2006-01-26,138300000,,,,,,,,,,,,,/tOl6hzfFHdNcL7SxopC2Vbs4mgK.jpg,,,
9762,Step Up,12000000,tt0462590,2006-08-11,114194847,,,,,,,,,,,,,/9Y2i54Etpx7JvCxj6D8P3VAH152.jpg,,,
11619,Flushed Away,149000000,tt0424095,2006-10-22,178120010,,,,,,,,,,,,,/78czzq4yOr3yN2znedu0kWyv2Um.jpg,,,
7551,Déjà Vu,75000000,tt0453467,2006-11-22,180557550,,,,,,,,,,,,,/wJAz3m9kTbdTWfQ2ZJEFojWKeoj.jpg,,,
82,Miami Vice,135000000,tt0430357,2006-07-27,163800000,,,,,,,,,,,,,/1KGD2g0wOc7WBfHc5G19reLHQxk.jpg,,,
16781,Madea's Family Reunion,6000000,tt0455612,2006-02-24,63368939,,,,,,,,,,,,,/kDCCXEm902lfZB51sf6MWCpYqIb.jpg,,,
1581,The Holiday,85000000,tt0457939,2006-12-08,194168700,,,,,,,,,,,,,/6fbqG49Q7IWBWdyJ7asNTcNbnG6.jpg,,,
9615,The Fast and the Furious: Tokyo Drift,85000000,tt0463985,2006-06-03,158964610,,,,,,,,,,,,,/cm2ffqb3XovzA5ZSzyN3jnn8qv0.jpg,,,
834,Underworld: Evolution,50000000,tt0401855,2006-01-12,111476513,,,,,,,,,,,,,/yT1EDKhCzAumcZeBoAxqm0nY2H8.jpg,,,
10067,The Shaggy Dog,50000000,tt0393735,2006-03-09,87134280,,,,,,,,,,,,,/tGX3YyPaYMbjiRwR5PjRsJW7GtM.jpg,,,
503,Poseidon,160000000,tt0409182,2006-05-03,181700000,,,,,,,,,,,,,/1ma5b9XLCziCHzQP0Zy1Y1PqNyM.jpg,,,
1247,The Good Shepherd,85000000,tt0343737,2006-12-11,100266865,,,,,,,,,,,,,/o6VcVdfj6ZfSFBgethdGWwhPPnJ.jpg,,,
773,Little Miss Sunshine,8000000,tt0449059,2006-07-26,100523181,,,,,,,,,,,,,/wKn7AJw730emlmzLSmJtzquwaeW.jpg,,,
9957,The Benchwarmers,33000000,tt0437863,2006-04-07,65000000,,,,,,,,,,,,,/5yMPCr4qhuNg6fT538xicHaMaG7.jpg,,,
9072,Little Man,64000000,tt0430304,2006-08-31,101600000,,,,,,,,,,,,,/zlmlkLVNexUciv3ffdtqHELEVgg.jpg,,,
9975,Curious George,50000000,tt0381971,2006-02-10,69834815,,,,,,,,,,,,,/aGHC2lVMJtCwH6L40K5QnMeNIds.jpg,,,
11652,Invincible,30000000,tt0445990,2006-08-25,57800000,,,,,,,,,,,,,/oEaUMn5POAiMLnU6hKOBKoZbDpo.jpg,,,
1372,Blood Diamond,100000000,tt0450259,2006-12-08,171700000,,,,,,,,,,,,,/tnLxPpajkbVdbQl5B9CuD7sSpz9.jpg,,,
1165,The Queen,15000000,tt0436697,2006-09-15,123384128,,,,,,,,,,,,,/v08RH5Cx9EFAQMBWQuE5jHAgHYs.jpg,,,
4643,The Guardian,10000000,tt0406816,2006-09-28,94973540,,,,,,,,,,,,,/zFhFjrckfmdb33VDeRykumMmebU.jpg,,,
806,The Omen,25000000,tt0466909,2006-06-06,119975084,,,,,,,,,,,,,/kf1Qq9b32jn4umll9qD2ue5ftnh.jpg,,,
9286,Final Destination 3,25000000,tt0414982,2006-02-09,118900000,,,,,,,,,,,,,/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,,,
1124,The Prestige,40000000,tt0482571,2006-10-17,109676311,,,,,,,,,,,,,/tRNlZbgNCNOpLpbPEz5L8G8A0JN.jpg,,,
2044,The Lake House,40000000,tt0410297,2006-06-16,114830111,,,,,,,,,,,,,/tHpc1118dYWLnHZleGhwZxRbpae.jpg,,,
1579,Apocalypto,40000000,tt0472043,2006-12-07,120654337,,,,,,,,,,,,,/cRY25Q32kDNPFDkFkxAs6bgCq3L.jpg,,,
9754,Firewall,45000000,tt0408345,2006-02-08,82800000,,,,,,,,,,,,,/v4HHAWJthAGxnvefLGSyeSInZZx.jpg,,,
10073,Date Movie,20000000,tt0466342,2006-02-17,85749034,,,,,,,,,,,,,/xjLK0EmD0MAM7B049SRCUQaqkdL.jpg,,,
10053,When a Stranger Calls,15000000,tt0455857,2006-02-03,67062123,,,,,,,,,,,,,/h0ZmU7BZDWBucq1FvblfeAWUkad.jpg,,,
1690,Hostel,4800000,tt0450278,2005-09-17,81979826,,,,,,,,,,,,,/dDrtuWUKhgUGp12kgUWuP0NpTdF.jpg,,,
11283,Nanny McPhee,25000000,tt0396752,2005-10-21,123276807,,,,,,,,,,,,,/j9zWPwaHDWE3K1Mb5RNahzwd3KY.jpg,,,
588,Silent Hill,50000000,tt0384537,2006-04-21,100605135,,,,,,,,,,,,,/r0bEDWO2w4a43K2xTNSF284qOsc.jpg,,,
17700,Deep Sea 3D,0,tt0424942,2006-03-03,0,,,,,,,,,,,,,/9kiorQrXyj05XTp2zKOPfFqqflR.jpg,,,
11170,We Are Marshall,65000000,tt0758794,2006-12-12,43500000,,,,,,,,,,,,,/5PSiExbg6Fm8MiPJOikBCOcZFnd.jpg,,,
9918,Glory Road,0,tt0385726,2006-01-13,42647449,,,,,,,,,,,,,/bGRSV5tStxDNPRLCewnOeeiZzrY.jpg,,,
9697,Lady in the Water,70000000,tt0452637,2006-07-20,72785169,,,,,,,,,,,,,/ddNmoSy1Jd3PBF5XDZvrrBIfrja.jpg,,,
9792,The Hills Have Eyes,15000000,tt0454841,2006-03-10,69623713,,,,,,,,,,,,,/53x6ZGyYLgYwa5VQRdSqvVYwrl9.jpg,,,
9293,John Tucker Must Die,18000000,tt0455967,2006-07-27,68844775,,,,,,,,,,,,,/l8B01BFBpIyycO2DopROessWzQU.jpg,,,
1262,Stranger Than Fiction,30000000,tt0420223,2006-09-09,53653224,,,,,,,,,,,,,/nCzcepubwShvZ4vbCsygQNgF2Z1.jpg,,,
1491,The Illusionist,16500000,tt0443543,2006-08-18,87892388,,,,,,,,,,,,,/4I1oOPHNrHLcvz3wTMuETJLws9z.jpg,,,
10781,The Texas Chainsaw Massacre: The Beginning,16000000,tt0420294,2006-10-05,50517763,,,,,,,,,,,,,/2S0XKVZGZUnsF4DjLOyZ0C63bWO.jpg,,,
1975,The Grudge 2,20000000,tt0433386,2006-10-12,39143839,,,,,,,,,,,,,/6fWhibnDKEJvDEz33CuNyl4FQgj.jpg,,,
9766,Gridiron Gang,30000000,tt0421206,2006-09-15,41500000,,,,,,,,,,,,,/uwAlznw4yrBHbT3fPfTbSRy9UfG.jpg,,,
17379,Last Holiday,45000000,tt0408985,2006-01-13,38399961,,,,,,,,,,,,,/khcU8msd2NooJwmcvwbWguvkCzU.jpg,,,
1417,Pan's Labyrinth,19000000,tt0457430,2006-10-10,83258226,,,,,,,,,,,,,/2VVhikIxoztAXEDQZLOdtBsu6vf.jpg,,,
2447,The Nativity Story,35000000,tt0762121,2006-11-30,46400000,,,,,,,,,,,,,/vB55RLWmO2NYdGwL0XG30769cPO.jpg,,,
9904,The Wild,80000000,tt0405469,2006-04-06,102338515,,,,,,,,,,,,,/sxqzaOto1qyUseSg6YpIP9Su5lp.jpg,,,
9895,Man of the Year,20000000,tt0483726,2006-10-09,42500000,,,,,,,,,,,,,/s1etp9ZqcRqZVfonrdFJbQ6mgk9.jpg,,,
2207,16 Blocks,55000000,tt0450232,2006-03-01,65664721,,,,,,,,,,,,,/cBLqMVfTZpuKmMQKDLKusb93dbR.jpg,,,
9788,Accepted,23000000,tt0384793,2006-08-18,38505009,,,,,,,,,,,,,/pMh1dCw5vhMATmJs0ve0OpoSVED.jpg,,,
5820,The Sentinel,60000000,tt0443632,2006-04-19,78810595,,,,,,,,,,,,,/a7Yv1Zzf3fhzDPJBXEejroPmdUV.jpg,,,
9693,Children of Men,76000000,tt0206634,2006-09-22,70595464,,,,,,,,,,,,,/5Q1biVlMz8sUWZhOLysgjnUTGfs.jpg,,,
9969,Deck the Halls,51000000,tt0790604,2006-11-22,47231070,,,,,,,,,,,,,/muRplVEe8xU1jVlq9WpQSOamb6s.jpg,,,
12763,Take the Lead,30000000,tt0446046,2006-03-17,65742992,,,,,,,,,,,,,/vkGSs0eeOOISEe9jddBZnRSkn46.jpg,,,
1164,Babel,25000000,tt0449467,2006-10-26,135300000,,,,,,,,,,,,,/cDy5iZL2C01jiT5wDSE4jOvoT52.jpg,,,
326,Snakes on a Plane,33000000,tt0417148,2006-08-17,62022014,,,,,,,,,,,,,/9wqWQ5rXQG6daMpowqwadGjI768.jpg,,,
9655,She's the Man,20000000,tt0454945,2006-03-17,33900000,,,,,,,,,,,,,/k1eLVbsBzr3MSnvtN32aXcD2sZ1.jpg,,,
3683,Flags of Our Fathers,90000000,tt0418689,2006-10-18,65900000,,,,,,,,,,,,,/2nkPrhf4YIyMFelfe4zdOnGRYz5.jpg,,,
9829,United 93,15000000,tt0475276,2006-04-28,76300000,,,,,,,,,,,,,/r3mdSgsnpoi4UiUufdybhjha68t.jpg,,,
9794,Employee of the Month,12000000,tt0424993,2006-10-06,38528984,,,,,,,,,,,,,/vfALEF9wz4CEep071iOwM5Qqd17.jpg,,,
9513,Garfield: A Tail of Two Kitties,60000000,tt0455499,2006-06-15,141700000,,,,,,,,,,,,,/osfMaHucgLtHtsMa6TQLTooE3G7.jpg,,,
9906,The Ant Bully,50000000,tt0429589,2006-07-28,55200000,,,,,,,,,,,,,/oFuqX0inTvbA1XAFv2x3CQnI65m.jpg,,,
1948,Crank,12000000,tt0479884,2006-08-31,42900000,,,,,,,,,,,,,/rsKmhnvzJezjwC1Ud2Hh37oNpdQ.jpg,,,
10115,Stick It,0,tt0430634,2006-04-21,0,,,,,,,,,,,,,/uMcylxIC7nBpBd8Uf6Apr4MJ1pf.jpg,,,
9392,The Descent,3500000,tt0435625,2005-07-08,57130027,,,,,,,,,,,,,/mxFPI4KYBk5ri9cPteIS8jiDFgj.jpg,,,
9388,Thank You for Smoking,6500000,tt0427944,2005-09-09,24793509,,,,,,,,,,,,,/xIlQYkRjpGBMXDkZoS3IRcckScA.jpg,,,
7549,Fearless,0,tt0446059,2006-01-26,68072848,,,,,,,,,,,,,/yKJ7rjIwOa8XvACELo9eV8IvMPb.jpg,,,
2295,Clerks II,5000000,tt0424345,2006-07-21,26888376,,,,,,,,,,,,,/cLSW0nW94XT0DmBS69ublcLfQ9c.jpg,,,
1781,An Inconvenient Truth,1000000,tt0497116,2006-05-24,46243000,,,,,,,,,,,,,/zrYT5UHE2UIsofwkv6KK2Tsu5a.jpg,,,
9708,The Wicker Man,40000000,tt0450345,2006-08-31,38805380,,,,,,,,,,,,,/xsHrmfgDcEk5fGhSiieKvrDuofq.jpg,,,
9954,The Covenant,20000000,tt0475944,2006-09-07,37597471,,,,,,,,,,,,,/4jwVlbGt3BeLr8HCbCTVa72IcWe.jpg,,,
10069,Stay Alive,9000000,tt0441796,2006-03-24,27105095,,,,,,,,,,,,,/pzjylaV7WGmiATtyezCeHxfLrHk.jpg,,,
9676,The Black Dahlia,50000000,tt0387877,2006-09-15,49111202,,,,,,,,,,,,,/su7yuXqGUHICfoijtcSaxWLE34Y.jpg,,,
4474,My Super Ex-Girlfriend,0,tt0465624,2006-07-20,61108981,,,,,,,,,,,,,/vs4jcY5NQA24zFGihY2EiqEA5hI.jpg,,,
186,Lucky Number Slevin,27000000,tt0425210,2006-02-24,56300000,,,,,,,,,,,,,/x21s3p5wPww534nYj1cWakTcqz4.jpg,,,
9917,Waist Deep,0,tt0456020,2006-06-23,21353303,,,,,,,,,,,,,/xBshLPA17Sbq1AJEACpkDLnRvPd.jpg,,,
13960,ATL,20000000,tt0466856,2006-03-31,21170563,,,,,,,,,,,,,/wi9VRukGburXfDwDKqcQQdgFK5S.jpg,,,
14012,Flicka,15000000,tt0434215,2006-10-20,21000000,,,,,,,,,,,,,/nhJlXSmiHnlVxea5J5l3wfuATwY.jpg,,,
9526,A Prairie Home Companion,10000000,tt0420087,2006-06-01,25978375,,,,,,,,,,,,,/asMi90blB9dYIpeW1qEVDfiNEa.jpg,,,
9682,Pulse,38000000,tt0454919,2006-08-11,29907685,,,,,,,,,,,,,/11tOuxWiGFzL60bVwoiF9SSoMLc.jpg,,,
9988,Beerfest,17500000,tt0486551,2006-08-25,19179969,,,,,,,,,,,,,/5srGbSv3zhEUjXFOZR9qHkgJO6l.jpg,,,
13751,Akeelah and the Bee,8000000,tt0437800,2006-04-28,18948425,,,,,,,,,,,,,/tLejxaLJu8Qh5F2VKacWniMSZ3v.jpg,,,
8975,The Marine,20000000,tt0419946,2006-10-13,22165608,,,,,,,,,,,,,/pONyvBJwHNg5CWu7mtsv4qaq75C.jpg,,,
14191,Aquamarine,12000000,tt0429591,2006-03-03,23006849,,,,,,,,,,,,,/g2Hvucs1Q1nir3pyIXuIwo66uFV.jpg,,,
9920,Ultraviolet,30000000,tt0370032,2006-03-03,31100000,,,,,,,,,,,,,/zwpxpx8CGqdUvDdS2GkN61eP4v9.jpg,,,
9842,School for Scoundrels,20000000,tt0462519,2006-09-29,17800000,,,,,,,,,,,,,/6SPeiQfuECcdQeKUh4ahMjtW0tZ.jpg,,,
1523,The Last King of Scotland,6000000,tt0455590,2006-01-12,48600000,,,,,,,,,,,,,/mTtgpH6UnHUtD8moRJUzfGLOZTj.jpg,,,
1259,Notes on a Scandal,15000000,tt0465551,2006-12-25,49814392,,,,,,,,,,,,,/ymFybaA0r7MpwWnmUCFHYAT6Djb.jpg,,,
10025,Just My Luck,28000000,tt0397078,2006-05-12,38159905,,,,,,,,,,,,,/A3Axi7gWVdkD1i7ScqMCN1fhyGc.jpg,,,
13275,Annapolis,26000000,tt0417433,2006-01-27,17496992,,,,,,,,,,,,,/hH6YeqFcihbZsz7iWl6MzQVzL8O.jpg,,,
18147,Unaccompanied Minors,26000000,tt0488658,2006-12-08,21949234,,,,,,,,,,,,,/7yhaXxwxs1fIOyuPv3YuE2fea0t.jpg,,,
10008,An American Haunting,14000000,tt0429573,2005-05-05,29612137,,,,,,,,,,,,,/5ePaCimd7cA9zYNib8WfIbWnrCf.jpg,,,
9656,Black Christmas,9000000,tt0454082,2006-12-15,21510851,,,,,,,,,,,,,/ggxi18MGqi0lucWvfsdYkzSdGUJ.jpg,,,
1887,Marie Antoinette,40000000,tt0422720,2006-05-24,60917189,,,,,,,,,,,,,/cybXGmv8Rjd5Os8Xml6YxMBQ0Zt.jpg,,,
15639,Larry the Cable Guy: Health Inspector,0,tt0462395,2006-03-24,0,,,,,,,,,,,,,/tVyfnRjssOeph5UeFguh8RL8kFo.jpg,,,
9992,Arthur and the Invisibles,86000000,tt0344854,2006-12-13,108605609,,,,,,,,,,,,,/gH27K0S7BiZCsNMxzOQTacG9IZp.jpg,,,
10007,See No Evil,8000000,tt0437179,2006-05-19,18700000,,,,,,,,,,,,,/kAmRKToJVhfF6ObKnZ0hOYxL40L.jpg,,,
9044,Tristan & Isolde,31000000,tt0375154,2006-04-07,28000000,,,,,,,,,,,,,/r7TpY5hJ4jQGH7c8yzJgBnTwPH6.jpg,,,
15213,Everyone's Hero,35000000,tt0430779,2006-08-04,16627188,,,,,,,,,,,,,/qFHXmKtS4GBoovYNTjtvUOgdRdE.jpg,,,
1249,Hollywoodland,0,tt0427969,2006-08-31,16803753,,,,,,,,,,,,,/b8ZgiPiZozkcKQ9QJ16MAo0vsMF.jpg,,,
1251,Letters from Iwo Jima,19000000,tt0498380,2006-12-09,68673228,,,,,,,,,,,,,/kZokxQtzMPURvijWYFuvh1fAvnv.jpg,,,
